id,category_1,category_2,category_3,number,title,cardslot_1,cardslot_2,cardslot_3,cardslot_4,cardslot_5,cardslot_6,cardslot_7,cardslot_8,cardslot_9,cardslot_10,cardslot_11,cardslot_12,cardslot_13,cardslot_14,cardslot_15
157,Location,Public,Municipal,1,Bus Stop,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
158,Location,Public,Municipal,2,City Park,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
159,Location,Public,Municipal,3,Library,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
160,Location,Public,Municipal,4,Tourist Area,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
161,Location,Residence,Apartment,1,Condo,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
162,Location,Residence,Apartment,2,Duplex,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
163,Location,Residence,Apartment,3,Highrise,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
164,Location,Residence,Apartment,4,Townhouse,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
165,Location,Residence,Detached,1,Gated,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
166,Location,Residence,Detached,2,Rural,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
167,Location,Residence,Detached,3,Suburban,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
168,Location,Residence,Detached,4,Urban,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
169,Location,Residence,Hotel,1,Ballroom,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
170,Location,Residence,Hotel,2,Business Center,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
171,Location,Residence,Hotel,3,Lobby,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
172,Location,Residence,Hotel,4,Room,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
173,Location,Residence,Shared,1,Barracks,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
174,Location,Residence,Shared,2,Dormitory,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
175,Location,Residence,Shared,3,Hostel,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
176,Location,Residence,Shared,4,Shelter,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
177,Location,Unauthorized,Infrastructure,1,Emergency Services,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
178,Location,Unauthorized,Infrastructure,2,Power Station,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
179,Location,Unauthorized,Infrastructure,3,Smart Meter,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
180,Location,Unauthorized,Infrastructure,4,Traffic Control,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
181,Location,Unauthorized,Office,1,Basement,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
182,Location,Unauthorized,Office,2,Foyer,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
183,Location,Unauthorized,Office,3,Network Closet,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
184,Location,Unauthorized,Office,4,Service Room,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
185,Location,Unauthorized,Public,1,City Services,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
186,Location,Unauthorized,Public,2,Fire Station,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
187,Location,Unauthorized,Public,3,Police Station,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
188,Location,Unauthorized,Public,4,POS Hole,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
189,Location,Unauthorized,Residential,1,Callbox Access,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
190,Location,Unauthorized,Residential,2,Derelict Building,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
191,Location,Unauthorized,Residential,3,Open Access Point,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
192,Location,Unauthorized,Residential,4,War Driving,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
193,Role,Developer,Art,1,2D Art,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
194,Role,Developer,Art,2,3D Art,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
195,Role,Developer,Art,3,Audio,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
196,Role,Developer,Art,4,UI/UX,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
197,Role,Developer,Production,1,Analyst,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
198,Role,Developer,Production,2,Designer,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
199,Role,Developer,Production,3,Producer,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
200,Role,Developer,Production,4,Scheduling,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
201,Role,Developer,Programming,1,Backend,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
202,Role,Developer,Programming,2,Frontend,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
203,Role,Developer,Programming,3,Fullstack,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
204,Role,Developer,Programming,4,Systems,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
205,Role,Developer,QA,1,Build,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
206,Role,Developer,QA,2,Certification,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
207,Role,Developer,QA,3,Dev Support,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
208,Role,Developer,QA,4,Test,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
209,Role,IT,DevOps,1,Database Admin,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
210,Role,IT,DevOps,2,Reliability,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
211,Role,IT,DevOps,3,Telemetry,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
212,Role,IT,DevOps,4,Web Dev,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
213,Role,IT,Hardware,1,Networking,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
214,Role,IT,Hardware,2,PC Build,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
215,Role,IT,Hardware,3,Repair,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
216,Role,IT,Hardware,4,Server Room,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
217,Role,IT,Security,1,AppSec,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
218,Role,IT,Security,2,Archivist,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
219,Role,IT,Security,3,Forensics,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
220,Role,IT,Security,4,Info Assurance,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
221,Role,IT,Support,1,Call Center,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
222,Role,IT,Support,2,Desktop Support,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
223,Role,IT,Support,3,Helpdesk,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
224,Role,IT,Support,4,Support Tech,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
225,Role,People,Accounting,1,Auditor,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
226,Role,People,Accounting,2,Comptroller,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
227,Role,People,Accounting,3,Payroll,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
228,Role,People,Accounting,4,Purchasing,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
229,Role,People,Admin,1,Clerk,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
230,Role,People,Admin,2,Coordinator,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
231,Role,People,Admin,3,Facilities,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
232,Role,People,Admin,4,Secretary,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
233,Role,People,HR,1,Benefits,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
234,Role,People,HR,2,Business Partner,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
235,Role,People,HR,3,Recruiting,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
236,Role,People,HR,4,Relations,"(1,Common,1)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Common,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Uncommon,0)","(1,Rare,0)","(1,Rare,0)","(1,Legendary,0)"
